name;open;high;low;close;volume;marketCap;timestamp
"2798";101.8999981821;108.6999952527;70.9999981861;74.140004501;10913800273.272491;0;"2021-08-23T00:00:00.000Z"
"2798";74.140004501;98.6352382527;71.4827989734;76.6300013397;9816940629.118126;0;"2021-08-30T00:00:00.000Z"
"2798";76.5699948111;85.3999952451;68.2600055766;81.7000054101;4825979759.647669;0;"2021-09-06T00:00:00.000Z"
"2798";80.5099953708;148.5;80.5062543508;89.21;28291075574.297447;0;"2021-09-13T00:00:00.000Z"
"2798";89.99;118.9953752204;84.9925027142;88.8;7461585897.381734;0;"2021-09-20T00:00:00.000Z"
"2798";88.8;117.2;86.9975733427;109.7;2950349107.36249;0;"2021-09-27T00:00:00.000Z"
"2798";111.4;132.0835795691;106.016700616;130.6;9598177801.5837;0;"2021-10-04T00:00:00.000Z"
"2798";130.5;164.997586492;96.66;111.6;17609126691.91443;0;"2021-10-11T00:00:00.000Z"
"2798";111.4;139.9047800178;109.5361908696;128.1;6774836752.832317;0;"2021-10-18T00:00:00.000Z"
"2798";128.1;154.3026720337;114.2925967939;148.4;8796867670.178427;0;"2021-10-25T00:00:00.000Z"
"2798";148.4;431.5;143.6180242037;380.1;104210892642.07538;0;"2021-11-01T00:00:00.000Z"
"2798";380.1;640.142871313;210.3050084582;221.1;115924204283.51607;0;"2021-11-08T00:00:00.000Z"
"2798";221;227.3321300123;165.0407244527;196.8;36368051053.70466;0;"2021-11-15T00:00:00.000Z"
"2798";196.8;219.9310033952;178.9717195147;185.2;15402534228.13607;0;"2021-11-22T00:00:00.000Z"
"2798";185.2;190.6961688039;140.1;153.6;4536238877.647163;0;"2021-11-29T00:00:00.000Z"
"2798";153.6;220;136.5047410277;167.1;25352133192.53236;0;"2021-12-06T00:00:00.000Z"
"2798";165.1;174.9797560012;143.4702432018;162.2;5473600967.3708935;0;"2021-12-13T00:00:00.000Z"
"2798";162.2;192.1;156.0145925801;172.5;5957921183.299343;0;"2021-12-20T00:00:00.000Z"
"2798";173.2;195.025849732;150.3570433643;159.9006948084;5548393400.642144;0;"2021-12-27T00:00:00.000Z"
"2798";160.3006965465;172.0106035196;125.1;130;2298183042.011389;0;"2022-01-03T00:00:00.000Z"
"2798";130;157.8896024866;107.6854042372;127.1935106907;4801519797.875237;0;"2022-01-10T00:00:00.000Z"
"2798";127.1935106907;170.1494810562;107.6;116.2847337476;11010983383.03076;0;"2022-01-17T00:00:00.000Z"
"2798";116.2847337476;116.2847337476;100.0532228387;108.0975967452;1968839066.9492147;0;"2022-01-24T00:00:00.000Z"
"2798";108.0975967452;119.2;103.4726888473;116.2999395401;1608290891.1168797;0;"2022-01-31T00:00:00.000Z"
"2798";116.1999395921;134;105.0986860251;118;2923758534.609113;0;"2022-02-07T00:00:00.000Z"
"2798";117.7;137.6952540009;104.5;104.9;181355422036.41486;0;"2022-02-14T00:00:00.000Z"
"2798";104.9;108.9;98.0008658798;104;930898122.3402321;0;"2022-02-21T00:00:00.000Z"
"2798";104;122.9836800399;102.0093241978;106.6;1595653801.953154;0;"2022-02-28T00:00:00.000Z"
"2798";106.6;120.5928605376;100.786780047;103.5;1923903545.2530978;0;"2022-03-07T00:00:00.000Z"
"2798";103.5;111.2;100.1703766216;106.7;710645229.0470719;0;"2022-03-14T00:00:00.000Z"
"2798";106.7;139.8534838428;104.5919434121;122.8933817568;8640100969.552828;0;"2022-03-21T00:00:00.000Z"
"2798";122.2934140672;123.2264932991;114.7;117.0006507173;1452228960.8614995;0;"2022-03-28T00:00:00.000Z"
"2798";115.6006429309;121.7708327728;104.5;106.9074793602;1445201640.5248122;0;"2022-04-04T00:00:00.000Z"
"2798";106.9074793602;108.6269417225;100.7041595768;104.1;562370492.2251363;0;"2022-04-11T00:00:00.000Z"
"2798";103.1;105.4906643734;97.614933459;99.14;486043305.00384974;0;"2022-04-18T00:00:00.000Z"
"2798";99.14;102.0287698046;88;94.6733129272;583735987.9577993;0;"2022-04-25T00:00:00.000Z"
"2798";94.6733129272;100.9117526657;81.07;84.184839258;534072786.68939006;0;"2022-05-02T00:00:00.000Z"
"2798";84.184839258;84.184839258;45.613004222;72.0702478492;979892331.4471174;0;"2022-05-09T00:00:00.000Z"
"2798";72.0702478492;89.0225448984;69.5761960134;74.0370413114;1625287422.2182477;0;"2022-05-16T00:00:00.000Z"
"2798";74.0370413114;87.1037986168;64.34;69.2565419971;2181667369.741919;0;"2022-05-23T00:00:00.000Z"
"2798";69.2565419971;78.1721785383;64.6077868574;68.3001072915;1356475246.9813557;0;"2022-05-30T00:00:00.000Z"
"2798";68.3001072915;69.9614000353;41.1113282666;42.1000047389;2329164716.7397623;0;"2022-06-06T00:00:00.000Z"
"2798";41.2700046455;41.2700046455;30.5065371354;37.7551899505;6716093173.364873;0;"2022-06-13T00:00:00.000Z"
"2798";37.7551899505;42.2286849327;28.9089580042;36.0884928962;1381320364.1056592;0;"2022-06-20T00:00:00.000Z"
"2798";36.0884928962;53;32.0642664185;37.3499657233;4219873931.5413547;0;"2022-06-27T00:00:00.000Z"
"2798";36.9099661271;65.85;36.9099661271;43.4400414008;16241825769.194332;0;"2022-07-04T00:00:00.000Z"
"2798";43.4200413817;53.49;41.927384036;51.6;3513614932.246738;0;"2022-07-11T00:00:00.000Z"
"2798";51.97;65.037262641;49.1589350261;57.9468603565;9512134060.911581;0;"2022-07-18T00:00:00.000Z"
"2798";58.0968263512;62.1482793677;53.8724307262;55.6000098121;3700917108.358479;0;"2022-07-25T00:00:00.000Z"
"2798";55.6000098121;72.7231867474;51.010902794;55.3499836127;14770099348.32014;0;"2022-08-01T00:00:00.000Z"
"2798";55.2799836335;66.6939423735;53.2045421567;58.3698294232;7409333015.945;0;"2022-08-08T00:00:00.000Z"
"2798";58.3698294232;58.3698294232;44.0035753863;48.7782331462;1571389433.4443452;0;"2022-08-15T00:00:00.000Z"
"2798";48.7782331462;50.7462664279;38.66;44.810837235;1725688110.425865;0;"2022-08-22T00:00:00.000Z"
"2798";43.1508062193;49.6596567118;42.07;44.4233150979;888457610.5606062;0;"2022-08-29T00:00:00.000Z"
"2798";44.4233150979;45.0968710436;39.4237540738;42.690045874;561120313.320322;0;"2022-09-05T00:00:00.000Z"
"2798";42.690045874;50.56;36.0987975575;36.562827349;7072894771.311128;0;"2022-09-12T00:00:00.000Z"
"2798";36.6128448967;42.43;31.7707809158;32.5611414855;5634957102.2497425;0;"2022-09-19T00:00:00.000Z"
"2798";32.5611414855;37.2112750517;29.40999806;29.7899680431;3363082208.5139003;0;"2022-09-26T00:00:00.000Z"
"2798";29.41996844;30.9988789051;26.3848074465;27.5279167964;1618759260.6994805;0;"2022-10-03T00:00:00.000Z"
"2798";27.537861853;41.8610051475;25.0589813314;26.321221916;7399642722.864644;0;"2022-10-10T00:00:00.000Z"
"2798";26.321221916;26.9372687164;23.1867870141;24.4295977536;820623088.3157786;0;"2022-10-17T00:00:00.000Z"
"2798";24.4295977536;26.0494410004;21.91;21.91;2185893458.1816697;0;"2022-10-24T00:00:00.000Z"
"2798";21.86;25.06;21.3873763797;23.7895046847;761667116.2320238;0;"2022-10-31T00:00:00.000Z"
"2798";23.6095084324;28;19.7761723206;25.4000142258;3445043005.6616006;0;"2022-11-07T00:00:00.000Z"
"2798";25.4000142258;51.72;22.6097969682;41.42;14113333503.49951;0;"2022-11-14T00:00:00.000Z"
"2798";41.95;46.9429951864;30.4996072028;32.6800700063;6614219624.857224;0;"2022-11-21T00:00:00.000Z"
"2798";32.6800700063;34.3281174411;30.2710196911;30.4034556584;923470866.7721328;0;"2022-11-28T00:00:00.000Z"
"2798";30.7036872811;37.9095993052;30.6464794324;32.8199903875;8842954975.360619;0;"2022-12-05T00:00:00.000Z"
"2798";32.8199903875;36.3211344469;27.7331365281;27.7512277959;5371202747.608184;0;"2022-12-12T00:00:00.000Z"
"2798";27.7519919129;27.7519919129;24.806734022;25.1459304098;1148709422.322163;0;"2022-12-19T00:00:00.000Z"
"2798";25.1503493513;25.716054785;21.4684357885;25.6631898229;4036118873.512805;0;"2022-12-26T00:00:00.000Z"
"2798";25.6631898229;27.0010532317;22.6742502707;23.007614475;3837785918.750667;0;"2023-01-02T00:00:00.000Z"
"2798";23.007614475;25.7577002733;23.007614475;25.7369174909;1726620373.6419177;6076831692.981033;"2023-01-09T00:00:00.000Z"
"2798";25.7369174909;27.7299835087;23.8504035172;25.3979815642;3171413852.7816863;5954072076.555266;"2023-01-16T00:00:00.000Z"
"2798";25.3979815642;31.1051685815;25.1080284949;26.6898497391;4422752968.105921;6226432763.4489565;"2023-01-23T00:00:00.000Z"
"2798";26.6898497391;28.3819297748;25.2;26.639290404;1208296528.4544222;6121510831.487103;"2023-01-30T00:00:00.000Z"
"2798";26.640829165;27.6663130389;24.0100527549;24.2800533482;972062834.0863065;5570354014.305973;"2023-02-06T00:00:00.000Z"
"2798";24.2800533482;26.4270666052;23.2680006086;24.111479413;2263985227.8126283;5745395886.900504;"2023-02-13T00:00:00.000Z"
"2798";24.111479413;25.7753872683;23.4954122281;24.1902768384;1164097933.0822775;6057755046.47179;"2023-02-20T00:00:00.000Z"
"2798";24.1902768384;39.5122853759;23.88934517;30.4424521719;26440647239.471283;7848201358.175341;"2023-02-27T00:00:00.000Z"
"2798";30.437232423;45.8281033166;24.6375313228;28.35;31858689919.84869;7067376004.490903;"2023-03-06T00:00:00.000Z"
"2798";28;36.9339697582;25.0099642317;33.376473845;23289820722.120102;8560106258.312301;"2023-03-13T00:00:00.000Z"
"2798";33.3776833608;33.8475193882;26.8;28.2799450234;11455280685.258406;7254214967.370118;"2023-03-20T00:00:00.000Z"
"2798";28.284321289;28.5498697041;25.9887819595;26.860149136;4225810181.8536763;7208375249.868496;"2023-03-27T00:00:00.000Z"
"2798";26.860149136;26.860149136;25.1808186009;26.3038214771;1067953383.9331399;7063196095.778848;"2023-04-03T00:00:00.000Z"
"2798";26.3038214771;27.5433428924;25.4045823705;25.6600584463;1563910897.0604444;7007153614.094024;"2023-04-10T00:00:00.000Z"
"2798";25.6600584463;25.9350811546;21.256365459;22.5001745548;727945153.43578;6150938298.612946;"2023-04-17T00:00:00.000Z"
"2798";22.5001745548;23.9463584905;21.0845815697;22.6004098972;1252780979.6781173;6264820293.17806;"2023-04-24T00:00:00.000Z"
"2798";22.6104100785;23.3248537995;20.8979909898;21.51;1168419552.8397517;6089433992.16476;"2023-05-01T00:00:00.000Z"
"2798";21.5100868263;21.656572811;19.02;19.0898081098;624223767.1129831;5225283409.105486;"2023-05-08T00:00:00.000Z"
"2798";19.0898081098;19.9861009533;15.7;15.9195687135;1236746922.721286;4762832824.366124;"2023-05-15T00:00:00.000Z"
"2798";15.9195687135;17;13.9679705044;15.0900337164;1661657567.2398765;4462404340.037552;"2023-05-22T00:00:00.000Z"
"2798";15.0900337164;18.756293769;14.0727073397;15.3898837754;5721676156.627023;4605149403.028993;"2023-05-29T00:00:00.000Z"
"2798";15.3898837754;17.0990119461;11.26;12.8896559395;3892155510.313691;3861145810.3974977;"2023-06-05T00:00:00.000Z"
"2798";12.81965780794717;13.38;11.67904082035133;12.69010572853515;730100905.0850954;3778125683.011817;"2023-06-12T00:00:00.000Z"
"2798";12.69010572853515;13.24;12.01350421647925;12.71004878433219;722259581.512675;3868306769.740204;"2023-06-19T00:00:00.000Z"
"2798";12.71004878433219;15.07;11.79476795721564;12.33000543298787;2073503490.8807871;3822483892.4393377;"2023-06-26T00:00:00.000Z"
"2798";12.24000539333102;13.3401828939;11.50648707491536;11.76001478177406;850043458.0888139;3717673416.892159;"2023-07-03T00:00:00.000Z"
"2798";11.76001478177406;13.0120218883;10.78502383333196;11.89010480903156;1498473616.7424607;3792395678.49019;"2023-07-10T00:00:00.000Z"
"2798";11.85010445643599;15.3308605933;11.42943905129639;11.9;5904713384.221551;3783058900.713026;"2023-07-17T00:00:00.000Z"
"2798";11.63;11.89093285933918;10.53128668551247;11.37009542414782;873346471.3460764;3702039587.0487795;"2023-07-24T00:00:00.000Z"
"2798";11.37009542414782;23.596114982;10.51147642535656;14.35;22791530952.45224;4515406906.168521;"2023-07-31T00:00:00.000Z"
"2798";14.52;15.89;11.01583782406001;13.5803886599;6657930694.25537;4288785788.119664;"2023-08-07T00:00:00.000Z"
"2798";13.5803886599;15.850333476;11.28573271701514;12.50008829170459;7165720272.063953;3999286006.123557;"2023-08-14T00:00:00.000Z"
"2798";12.50008829170459;17.4235482917;11.9596212089733;14.4736434113;7705291653.361711;4901195281.2885;"2023-08-21T00:00:00.000Z"
"2798";14.5935907324;14.9872608941;12.60484171820944;13.4379709386;3783260799.1897655;4515986214.057282;"2023-08-28T00:00:00.000Z"
"2798";13.4379709386;14.3116733812;12.17485681963865;12.2601259386492;1599279123.8359509;4050950540.9496346;"2023-09-04T00:00:00.000Z"
"2798";12.36012696588125;12.79830862091434;11.60856476979074;11.9996999584234;605268201.5476199;4037116550.700217;"2023-09-11T00:00:00.000Z"
"2798";11.9996999584234;12.5502412848148;11.42793188046475;11.53007841735847;992950186.9393882;3841056124.5726123;"2023-09-18T00:00:00.000Z"
"2798";11.52007834934689;11.88016819764392;11.15;11.32122846499957;499694790.4870838;4181356136.195001;"2023-09-25T00:00:00.000Z"
"2798";11.32122846499957;29.4376635064;10.64718261953171;17.8202523331;70102712265.40567;6781081497.238364;"2023-10-02T00:00:00.000Z"
"2798";17.7202509171;31.9088536222;17.1402567545;27.7401113853;66239740148.48143;10421395081.352182;"2023-10-09T00:00:00.000Z"
"2798";27.7601114656;28.512534448;15.3225818282;18.4001316844;22283927972.48929;7125062895.229599;"2023-10-16T00:00:00.000Z"
"2798";18.5001324001;20.3177334616;16.0604339864;17.9697942927;8671395213.381742;6914349838.269669;"2023-10-23T00:00:00.000Z"
"2798";17.9797941782;18.2794944963;16.2906345913;17.1087883016;4246585859.831457;6850479193.728356;"2023-10-30T00:00:00.000Z"
"2798";17.1087883016;19.4319354764;16.5150164824;16.8815192468;5873744387.436999;6475318033.594278;"2023-11-06T00:00:00.000Z"
"2798";16.8715301822;20.6816459406;16.3218244527;17.6080390439;8967071049.314436;6922645756.073952;"2023-11-13T00:00:00.000Z"
"2798";17.6080390439;20.7018493787;17.2235203565;17.94;5135370459.852899;6882851381.343443;"2023-11-20T00:00:00.000Z"
"2798";18.04;19.31;17.0753168294;17.7449746505;3153524478.3909206;6917333148.943389;"2023-11-27T00:00:00.000Z"
"2798";17.7449746505;24.3415632683;17.2651512316;19.5065253468;12093626418.059313;7406274074.151682;"2023-12-04T00:00:00.000Z"
"2798";19.4265395945;20.5;18.402426954;19.3576082762;4723004825.243223;7589527706.921933;"2023-12-11T00:00:00.000Z"
"2798";19.3576082762;20.8200229493;17.9857753873;19.1948310263;4346993000.344469;7913122759.564964;"2023-12-18T00:00:00.000Z"
"2798";19.2048335438;19.73;18.4263941399;19.0275051959;1700144598.5400515;7875273667.642105;"2023-12-25T00:00:00.000Z"
"2798";19.0275051959;27.4884327625;16.7667280812;25.4392950475;29982326789.218925;10341141396.812424;"2024-01-01T00:00:00.000Z"
"2798";25.6392109221;28.8278691226;18.2;19.83;21124059635.091343;8186737694.444013;"2024-01-08T00:00:00.000Z"
"2798";19.99;24.19;17.3608616142;23.03;8643941995.037115;9340219583.56496;"2024-01-15T00:00:00.000Z"
"2798";23.3;24.65;18.114213829;18.92;18796108414.055393;7954046438.167143;"2024-01-22T00:00:00.000Z"
"2798";19;19.3699613267;18.03;18.8;2480188487.9620833;7901130630.361428;"2024-01-29T00:00:00.000Z"
"2798";18.8;22.4166860801;18.467842178;19.25;11672246247.195255;8145996795.00862;"2024-02-05T00:00:00.000Z"
"2798";19.25;22.07;19.25;20.38;6515788946.274366;8739716614.724916;"2024-02-12T00:00:00.000Z"
"2798";20.71;47.6362651673;20.27;38.65;153388586320.4862;16607299040.22355;"2024-02-19T00:00:00.000Z"
"2798";38.92;78.34;30.0229704018;76.78;159686490737.63516;32930065499.605816;"2024-02-26T00:00:00.000Z"
"2798";75.49;105;58.0884835755;98.56;175439011810.96585;42776318032.76017;"2024-03-04T00:00:00.000Z"
"2798";98.61;100.9898353338;65.22;76.35;66504399528.969185;32435618013.473434;"2024-03-11T00:00:00.000Z"
"2798";73.95;79.6550453022;53.1182251165;62.95;25128013462.593502;26742358017.153873;"2024-03-18T00:00:00.000Z"
"2798";62.96;89.7710288533;60.1085848773;74.22;81628175806.18562;31833839357.636612;"2024-03-25T00:00:00.000Z"
"2798";74.1;74.5010008413;56.8070271078;64.77;11986419893.09803;28212808168.34335;"2024-04-01T00:00:00.000Z"
"2798";64.77;65.7831368899;38.27;47.04;10429456620.629211;20143251160.825706;"2024-04-08T00:00:00.000Z"
"2798";47.04;61.8129788799;43.1625956036;51.8;34955659330.38939;23190346855.68096;"2024-04-15T00:00:00.000Z"
